Date Submitted,Workout Date,Activity Type,Calories Burned (kCal),Distance (km),Workout Time (seconds),Avg Pace (min/km),Max Pace (min/km),Avg Speed (km/h),Max Speed (km/h),Avg Heart Rate,Steps,Notes,Source,Link
"June 1, 2025","June 1, 2025",Walk,213,2.8773300441600003,1877,10.872380299053527,6.914494352978605,5.5185693235199995,8.67738972672,,3695,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8600123824
"May 31, 2025","May 31, 2025",Walk,301,4.032790755840001,2532,10.464263699992046,3.4564704624990052,5.733819083519999,17.358706252799998,,5074,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8598364639
"May 30, 2025","May 30, 2025",Run,608,8.02734349824,4520,9.384569116360455,5.812654100055674,6.39345700224,10.322316322559999,,11636,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8596642087
"May 29, 2025","May 29, 2025",Walk,293,3.919154976,2439,10.37211435218325,5.2562472659667545,5.7847226342399996,11.414980431359998,,4908,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8594719354
"May 28, 2025","May 28, 2025",Run,544,7.19999584128,4136,9.583345760757178,5.096617006680982,6.26086315008,11.7725122944,,10632,Right knee problem,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8592976726
"May 28, 2025","May 28, 2025",Walk,299,3.98032614144,2423,10.145748826851188,3.87375850035791,5.91382420992,15.488841646080001,,4928,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8592548545
"May 27, 2025","May 27, 2025",Walk,1382,18.3338077824,10797,9.815179352580927,4.101876292452079,6.1129644364799995,14.627440270079997,,22313,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8591065708
"May 26, 2025","May 26, 2025",Walk,874,11.574015805440002,6712,9.665304621013282,5.523306390678438,6.20775479808,10.86305590656,,13976,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8589119941
"May 25, 2025","May 25, 2025",Walk,576,7.64964655488,4556,9.92640479599141,5.313040592937246,6.044502942719999,11.29297606272,,9364,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8587503781
"May 25, 2025","May 25, 2025",Walk,144,1.9289597184000002,1207,10.428783404915295,7.152479519605503,5.753324332799999,8.388737786879998,,2423,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8586651772
"May 24, 2025","May 24, 2025",Walk,946,12.52000430208,7210,9.599998508709138,5.045708064900977,6.25000007808,11.891297975039999,,15064,Small parts running,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8585137492
"May 23, 2025","May 23, 2025",Walk,142,1.89601644672,1164,10.231933011214506,6.37483347252048,5.863998919679999,9.41203916928,,2358,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8583581146
"May 22, 2025","May 22, 2025",Run,792,10.45394456832,5894,9.396747991728306,3.2028453829634933,6.38516888064,18.7334078976,,15172,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8582109832
"May 21, 2025","May 21, 2025",Walk,326,4.353082398720001,2662,10.191978843553647,4.648334973753281,5.886964258559999,12.907856206079998,,5402,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8580315802
"May 20, 2025","May 20, 2025",Walk,1273,16.8499926144,9696,9.599998508709138,2.838088065696333,6.25000007808,21.1409865216,,20265,Small parts running,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8578317313
"May 19, 2025","May 19, 2025",Run,542,7.07329218816,3937,9.276699077388052,5.5180620178159545,6.46784088192,10.873387895039999,,10143,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8576405185
"May 18, 2025","May 18, 2025",Walk,36,0.482909416704,317,10.940606855961185,5.810373667780164,5.48414545536,10.326355776,,622,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8574612556
"May 18, 2025","May 18, 2025",Run,793,9.19398915072,4820,8.737597431002943,4.6100398671756935,6.8668777267199985,13.015086796799999,,12473,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8574590284
"May 17, 2025","May 17, 2025",Walk,315,4.1844553344,2458,9.790200230652987,3.545736647975821,6.1285750732799995,16.9217693568,,5086,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8572492222
"May 16, 2025","May 16, 2025",Walk,69,0.9391439566080001,615,10.9141985802911,5.38829485802911,5.49742254336,11.13526035072,,1209,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8571072481
"May 16, 2025","May 16, 2025",Run,889,11.44909852416,6334,9.220527121609798,3.235361737453273,6.5072215296,18.5451146496,,16326,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8571022210
"May 15, 2025","May 15, 2025",Run,820,9.60994020096,5069,8.791221764893024,4.8483605742464,6.8249704089600005,12.37530818304,,13112,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8569245847
"May 14, 2025","May 14, 2025",Walk,759,10.08754521984,5995,9.904967489859223,5.551740336435218,6.057570815999999,10.807420884479999,,12334,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8567132008
"May 13, 2025","May 13, 2025",Run,762,9.04158427392,4803,8.85354529547443,5.845568132108486,6.776947584,10.264186817279999,,12417,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8565148681
"May 13, 2025","May 13, 2025",Walk,149,1.9802334182400003,1165,9.805237413505129,4.812979698560407,6.11919259776,12.46628439936,,2409,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8564769136
"May 12, 2025","May 12, 2025",Walk,37,0.5043410507520001,329,10.87225602481508,6.8092340730136,5.51863369728,8.811576829439998,,648,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8563160593
"May 12, 2025","May 12, 2025",Run,814,9.654567310080001,5124,8.845529607094567,5.488236200588562,6.783079184639999,10.932483006719998,,13248,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8563138438
"May 11, 2025","May 11, 2025",Walk,32,0.424808879616,261,10.239886562475146,6.030550336037541,5.85944447616,9.94935085056,,528,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8560975561
"May 11, 2025","May 11, 2025",Run,798,9.76141165824,5266,8.991179014555,5.434065060049312,6.673209269759999,11.041451688959999,,13598,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8560968841
"May 10, 2025","May 10, 2025",Walk,294,3.915517858560001,2371,10.09231090431878,3.2710284438876958,5.945109857279999,18.342820108799998,,4834,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8559139633
"May 9, 2025","May 9, 2025",Walk,377,5.0017445913600005,2957,9.853269406665076,3.669861757337151,6.089371453439999,16.349325696,,6099,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8557454551
"May 8, 2025","May 8, 2025",Walk,153,2.0449773273600003,1270,10.350552771812612,5.388338354012566,5.796776620799999,11.135147696639999,,2558,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8555994112
"May 8, 2025","May 8, 2025",Walk,605,8.078086114560001,4962,10.237587489063866,4.0008475503062115,5.8607641382399995,14.99681690496,,10048,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8555309380
"May 7, 2025","May 7, 2025",Walk,311,4.142757231360001,2512,10.105981070548,4.874557583711127,5.937063137279999,12.30881008896,,5118,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8553933589
"May 5, 2025","May 5, 2025",Walk,539,7.1839506816,4362,10.11977551101567,2.461170514197089,5.928984230399999,24.378664780799998,,8882,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8549892037
"May 4, 2025","May 4, 2025",Walk,290,3.8476035417600003,2268,9.824313509106815,3.0017758788674143,6.107315639039999,19.988213414399997,,4685,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8547907954
"May 3, 2025","May 3, 2025",Walk,294,3.91217042304,2341,9.973131909647657,3.3046819076592695,6.016146301439999,18.1559752704,,4800,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8546194309
"May 2, 2025","May 2, 2025",Walk,136,1.8088382822400002,1062,9.78529139823431,6.870252724091306,6.131665013759999,8.73331443072,,2198,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8544474694
"May 1, 2025","May 1, 2025",Walk,160,2.1168989107200002,1231,9.691837170921817,3.9271032172114846,6.190776218879999,15.278452104959998,,2560,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8542737178
"April 30, 2025","April 30, 2025",Walk,73,1.010373522048,703,11.596339875129246,6.4861831901694105,5.174040959999999,9.25044493824,,1344,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8539901314
"April 29, 2025","April 29, 2025",Walk,534,7.1018902310400005,4255,9.985621470611628,6.384029766165593,6.008646758399999,9.398488492799999,,8720,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8538502915
"April 28, 2025","April 28, 2025",Walk,347,4.6330599744,2857,10.27760379384395,3.401665523343673,5.83794364032,17.63841024,,5775,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8536394203
"April 27, 2025","April 27, 2025",Walk,288,3.8266016025600007,2290,9.974063966436013,3.9060698023542506,6.01561521792,15.36072177024,,4696,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8534309326
"April 26, 2025","April 26, 2025",Walk,282,3.7495462118400003,2245,9.978972798854688,4.622231169967391,6.012621838079999,12.98075948928,,4602,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8532335599
"April 25, 2025","April 25, 2025",Walk,71,0.956745351936,623,10.852744969378827,6.107358029109997,5.5285472563199995,9.824208261119999,,1227,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8530893430
"April 24, 2025","April 24, 2025",Walk,287,3.8307376166400005,2338,10.172094965402051,3.82027086813012,5.898487161599999,15.705684656639999,,4749,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8528999836
"April 23, 2025","April 23, 2025",Walk,227,3.01665095424,1798,9.933799113179035,6.720253718285215,6.03999677952,8.928205989119999,,3694,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8526775306
"April 22, 2025","April 22, 2025",Walk,403,5.374967558400001,3274,10.152024675892786,4.1137444822238125,5.91017099904,14.58525936384,,6656,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8524871260
"April 21, 2025","April 21, 2025",Walk,302,4.0166812224,2406,9.983384534319574,3.7854305853813726,6.00998251392,15.85025202816,,4931,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8522385019
"April 20, 2025","April 20, 2025",Walk,157,2.10138483456,1295,10.271017259206234,4.733406903682494,5.84169341184,12.675853175039999,,2618,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8521585759
"April 20, 2025","April 20, 2025",Walk,75,1.059236424576,796,12.524730573451047,4.532666726318301,4.7905181913599995,13.237240642559998,,1471,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8521245592
"April 20, 2025","April 20, 2025",Walk,74,1.016480982528,712,11.674259822635808,6.594923148810944,5.1395205312,9.097879127039999,,1357,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8520644764
"April 20, 2025","April 19, 2025",Walk,288,3.86537069952,2450,10.563869502107691,4.44597923128927,5.67972903168,13.495347233279999,,6257,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8520511591
"April 19, 2025","April 19, 2025",Run,653,8.6721915456,5153,9.90328978764018,5.017584804740316,6.058584702719999,11.95794091008,,13216,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8519192422
"April 17, 2025","April 17, 2025",Walk,150,2.0087992742400003,1271,10.54522836634057,4.078531376759723,5.68977133824,14.711174438399999,,2538,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8516081425
"April 17, 2025","April 17, 2025",Walk,284,3.79293412608,2348,10.317433687266362,5.890381422492642,5.815396730879999,10.186101446399999,,4737,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8515704247
"April 16, 2025","April 16, 2025",Walk,534,7.13146997376,4426,10.34384196293645,2.192545534080967,5.8005585792,27.3654463104,,8919,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8513958697
"April 15, 2025","April 15, 2025",Walk,650,8.68459958784,5400,10.363166607015032,3.866041070150322,5.78972769408,15.51974105088,,10872,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8512183939
"April 14, 2025","April 14, 2025",Walk,603,8.04263226624,4941,10.239203054163685,3.661168774357751,5.85984681216,16.388271820799996,,10005,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8510207893
"April 13, 2025","April 13, 2025",Walk,135,1.86955883136,1312,11.696194225721785,7.418177841406187,5.129864467199999,8.0882410752,,2499,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8508285859
"April 13, 2025","April 13, 2025",Walk,211,2.8695247257600003,1911,11.09942933269705,6.90175624353774,5.40568993536,8.69340269952,,3726,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8508024229
"April 12, 2025","April 12, 2025",Walk,458,6.09881830272,3718,10.16041318698799,5.254401793525809,5.90526249984,11.41898769792,,7556,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8506811626
"April 11, 2025","April 11, 2025",Walk,302,4.02117129216,2406,9.972199852859301,3.6773617076274556,6.01670957184,16.3160122752,,4934,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8504779615
"April 10, 2025","April 10, 2025",Walk,920,12.266741836800001,7468,10.146680883639544,4.266402956732681,5.91326093952,14.063365198079998,,15187,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8503038559
"April 8, 2025","April 8, 2025",Walk,1176,15.70790555136,9693,10.284625288316233,3.9664919370874094,5.8339524672,15.126723152639999,,19585,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8499483907
"April 7, 2025","April 7, 2025",Walk,525,7.0251888959999995,4417,10.478928060128847,4.576224846894138,5.72577236352,13.11122900736,,8846,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8497660696
"April 6, 2025","April 6, 2025",Walk,295,3.93248034432,2389,10.125119303268908,3.045893233516265,5.92587819648,19.698692428799998,,4863,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8495975401
"April 5, 2025","April 5, 2025",Walk,147,1.9659424435200004,1220,10.342785631909647,6.010411695697129,5.80113794304,9.9826803648,,2458,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8494504534
"April 5, 2025","April 5, 2025",Walk,84,1.1262462900480001,724,10.714054919271454,4.192043466157639,5.60013087744,14.31282961152,,1435,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8493585346
"April 4, 2025","April 4, 2025",Walk,191,2.59521204096,1739,11.16802871232005,3.7892520182136322,5.37248916864,15.8342551488,,3381,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8492510719
"April 3, 2025","April 3, 2025",Walk,766,10.235009410560002,6357,10.351733377077865,3.463013501153265,5.796132883199999,17.3258756352,,12805,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8490688279
"April 2, 2025","April 2, 2025",Walk,40,0.546925902336,377,11.488469836156844,7.164037023781119,5.222627055359999,8.37515492352,,724,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8488896022
"April 2, 2025","April 2, 2025",Run,746,9.71120012544,5400,9.267627057981388,4.065755985047323,6.47413341696,14.757394798079998,,13914,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8488796044
"April 1, 2025","April 1, 2025",Walk,525,7.0212942835200005,4395,10.432573769187941,5.5668893661019645,5.7512321856,10.77800207616,,8820,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8487047020
"March 31, 2025","March 31, 2025",Walk,425,5.66202624768,3470,10.214223932235742,4.7068370715024255,5.87415388032,12.74742070272,,7034,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8485198849
"March 30, 2025","March 30, 2025",Walk,197,2.7438671462400004,2244,13.630460610037382,4.349890390121689,4.401909895679999,13.793462115839999,,4004,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8483565124
"March 30, 2025","March 30, 2025",Walk,198,2.7573695424,1968,11.895405829953074,7.629381909647657,5.04397377792,7.864333044479999,,3720,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8483279596
"March 28, 2025","March 28, 2025",Walk,74,1.031043936384,736,11.897332080649008,1.6920434661576393,5.0431530124799995,35.4599638272,,1391,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8480401087
"March 27, 2025","March 27, 2025",Walk,213,2.9178211392000004,1990,11.36692963095522,1.542926807444524,5.27847129216,38.8872228096,,3839,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8478169945
"March 25, 2025","March 25, 2025",Walk,312,4.17502457856,2613,10.431082478326571,3.67713801399825,5.752036857599999,16.3169778816,,5244,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8474548255
"March 24, 2025","March 24, 2025",Walk,46,0.634429154304,573,15.052903543307087,6.725411099180784,3.9859427519999997,8.921366277119999,,983,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8472827338
"March 23, 2025","March 23, 2025",Walk,214,2.9202834355200005,1960,11.186110614014158,4.686990475622365,5.363798711039999,12.801398100479998,,3808,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8470979305
"March 23, 2025","March 23, 2025",Walk,201,2.7517368384000003,1885,11.41701214904955,4.871059263898831,5.2553128319999995,12.317645387519999,,3629,,Map My Fitness p53ejj73t52tydevdz97b62ygebpkvw2,http://www.mapmyfitness.com/workout/8470717438
